23750.0,23429.722656,152.0,-34.0,50.0,0
23598.0,23509.449219,-186.0,-102.0,-152.0,0
23784.0,23601.884766,84.0,34.0,14.0,0
24350.0,24272.951172,-100.0,400.0,868.5,0
23299.900391,23031.390625,-0.0996090000008,-150.099609,-200.099609,0
23480.099609,23236.314453,77.099609,180.599609,578.0,0
23403.0,23173.267578,103.5,500.900391,702.900391,0
22902.099609,22585.205078,202.0,-428.0,165.099609,0
23100.0,22970.230469,-60.0,-1.599609,260.0,0
22879.900391,21992.570313,629.900391,371.59961,446.900391,0
22250.0,22324.974609,-258.300781,-183.0,-156.400391,1
22508.300781,22216.257813,75.300781,101.90039,-91.699219,0
22200.0,20717.152344,1500.0,2177.0,2500.0,0
20023.0,19371.736328,323.0,823.0,962.0,0
19061.0,19089.371094,-439.0,560.5,371.0,1
18500.5,18391.394531,-189.5,-399.5,-351.5,0
18940.0,19268.876953,-535.0,-1400.5,-1571.0,1
19475.0,20026.921875,-865.5,-1036.0,-864.0,1
20300.0,20701.761719,-690.0,-375.0,-150.0,1
20675.0,20108.730469,225.0,-247.099609,-25.0,0
20922.099609,20590.859375,222.099609,142.099609,-64.900391,0
20187.0,19680.513672,437.0,847.0,837.0,0
19750.0,19098.205078,410.0,400.0,436.0,0
19600.0,19180.117188,350.0,-360.0,-600.0,0
19960.0,20027.814453,-240.0,-740.0,-1240.0,1
21200.0,20945.308594,105.0,300.0,670.0,0
20900.0,20191.4375,370.0,150.0,-380.0,0
20750.0,20960.402344,-530.0,-301.800781,-524.0,1
21280.0,20754.878906,228.199219,6.0,85.599609,0
21051.800781,20995.150391,-222.199219,-142.59961,-447.199219,0
21274.0,21042.90625,79.599609,-225.0,-26.0,0
21300.0,21325.273438,-210.0,-49.900391,199.099609,1
21349.900391,20950.076172,249.0,99.900391,48.0,0
21301.900391,21114.191406,-88.099609,-546.099609,-1576.0,0
22254.900391,21972.613281,-64.099609,-1055.5,-500.099609,0
23310.400391,22783.175781,555.400391,622.400391,810.5,0
22755.0,22259.052734,67.0,255.099609,325.0,0
22688.0,22397.554688,188.099609,258.0,-310.800781,0
21880.0,21650.150391,91.0,-299.900391,-110.900391,0
21990.900391,21564.275391,290.900391,390.900391,316.900391,0
21600.0,21433.568359,-74.0,0.0,330.099609,0
21320.0,21806.755859,-350.0,-680.0,-1441.199219,1
22800.0,22900.621094,-179.900391,-170.0,-110.0,1
22970.0,22886.376953,60.0,110.099609,-32.800781,0
22635.800781,22812.953125,-229.199219,-89.199219,-236.398438,1
22835.099609,22525.142578,85.199218,189.699218,225.099609,0
22610.0,22321.808594,60.0,100.0,-35.0,0
22550.0,22396.427734,40.0,-95.0,-149.0,0
22991.599609,23025.251953,40.599609,-308.400391,-108.400391,1
23100.0,23365.066406,-398.0,-290.0,-399.0,1
23390.0,23248.605469,-109.0,115.0,-200.0,0
23499.0,23126.568359,224.0,-91.0,-21.0,0
24130.0,24583.060547,-370.0,30.0,630.0,1
24100.0,23176.578125,600.0,1090.0,1002.0,0
23599.400391,23517.390625,-20.599609,24.5,-70.298828,0
23574.900391,23449.746094,-94.798828,447.900391,-248.40039,0
23669.699219,23250.001953,542.699219,-153.601562,-80.300781,0
23127.0,23733.574219,-696.300781,-623.0,-633.0,1
23700.0,23805.699219,-159.900391,-150.0,-100.0,1
23850.0,23863.400391,50.0,-239.0,-340.0,1
24089.0,24152.199219,-101.0,-201.0,-286.0,1
24190.0,24384.199219,-100.0,-185.0,-320.0,1
24375.0,24467.300781,-135.0,-725.0,-375.0,1
24510.0,25056.300781,-590.0,-240.0,280.0,1
24750.0,24226.099609,520.0,325.0,954.5,0
24230.0,24286.400391,-195.0,434.5,990.0,1
