315.0,301.877319,-6.350006,-4.0,-10.0,0
321.350006,298.255524,2.350006,-3.649994,-3.299988,0
319.0,304.840576,-6.0,-5.649994,-0.649994,0
319.649994,302.582855,-2.300018,-0.25,-10.350006,0
321.950012,300.042938,2.050018,-8.049988,-11.049988,0
330.0,313.589294,-3.0,-1.0,-4.0,0
331.0,313.965576,-3.0,3.75,4.850006,0
327.25,306.251678,1.100006,-2.75,-2.049988,0
326.149994,310.390869,-3.850006,-3.149994,-0.850006,0
327.0,303.899872,3.299988,-1.399994,1.649994,0
323.700012,306.816101,-4.699982,-1.649994,-6.299988,0
325.350006,309.873444,-4.649994,-8.649994,-13.049988,0
330.0,312.272308,-4.0,-8.399994,-7.149994,0
337.950012,327.182709,-10.149994,-2.099976,6.050018,0
340.049988,314.341858,8.149994,4.449982,3.449982,0
331.899994,315.047394,-3.700012,-4.700012,-2.600006,0
333.0,314.059662,-2.100006,-1.0,-1.100006,0
334.0,313.730408,-0.100006,-3.0,1.700012,0
332.299988,309.356049,3.299988,1.299988,-0.700012,0
329.0,311.378601,-2.0,-4.0,1.299988,0
331.0,312.8367,-2.0,3.299988,0.549988,0
333.0,312.507477,5.299988,2.549988,7.649994,0
325.200012,305.310944,1.200012,-3.599976,-4.099976,0
328.0,302.06546,5.899994,5.0,8.799988,0
312.25,294.069336,-0.350006,-1.649994,-11.649994,0
312.600006,294.727844,-1.299988,-11.299988,-6.350006,0
318.950012,300.372162,-1.049988,1.950012,-5.849976,0
317.0,305.546112,-7.799988,-9.049988,-10.799988,0
324.799988,310.484894,-1.25,-3.0,-2.200012,0
326.049988,308.50943,-1.75,-0.950012,7.149994,0
327.799988,307.615723,0.799988,8.899994,8.5,0
327.0,297.173706,8.100006,7.700012,25.899994,0
319.299988,298.255524,18.199982,-2.5,-10.550018,0
301.100006,298.255524,-20.699982,-28.75,-22.949982,0
321.799988,313.448212,-8.050018,-2.25,4.5,0
329.850006,304.840576,5.800018,12.550018,19.100006,0
324.049988,295.057098,6.75,13.299988,16.849976,0
307.200012,288.519104,0.5,5.200012,1.200012,0
304.0,282.545502,1.600006,-0.899994,-2.399994,0
302.399994,286.214325,-2.5,-4.0,-8.25,0
306.399994,290.118317,-4.25,-2.800018,-1.75,0
308.149994,287.719482,3.049988,1.600006,1.5,0
307.799988,293.598999,-5.150024,1.899994,4.699982,0
312.950012,288.283905,7.050018,9.850006,15.950012,0
297.0,274.690491,7.0,4.850006,8.549988,0
288.450012,270.316132,-1.549988,-3.149994,-2.549988,0
291.600006,274.878632,0.600006,2.600006,3.200012,0
289.0,270.786499,0.600006,6.5,-1.0,0
300.049988,282.263275,-0.950012,-5.950012,-7.050018,0
306.0,288.001678,-1.100006,-3.0,0.149994,0
309.0,288.048737,3.149994,7.950012,7.399994,0
305.850006,282.216248,4.800018,4.25,-12.149994,0
309.0,289.130554,2.0,5.100006,4.5,0
307.0,285.69693,3.100006,2.5,-2.799988,0
313.399994,290.870911,3.399994,2.0,-7.050018,0
310.0,294.492645,-1.399994,-10.450012,-16.0,0
311.399994,301.45401,-9.050018,-14.600006,-14.600006,0
324.0,305.263916,6.0,5.0,3.049988,0
317.5,299.431427,-2.5,1.25,-3.0,0
322.299988,308.885712,-7.300018,-5.400024,-7.700012,0
329.600006,308.274231,1.899994,-0.399994,6.600006,0
327.700012,310.390869,-2.299988,4.700012,9.350006,0
325.0,303.664673,0.0,5.649994,5.450012,0
319.350006,299.243317,-0.199982,3.050018,22.850006,0
296.5,292.700012,1.899994,2.549988,6.5,0
294.600006,291.950012,0.649994,4.600006,1.600006,0
298.0,297.850006,4.549988,6.100006,7.5,0
291.899994,290.350006,1.399994,-3.600006,1.899994,0
295.5,289.5,5.5,2.850006,0.5,0
295.0,290.049988,5.200012,8.799988,10.100006,0
289.799988,286.399994,3.599976,4.899994,3.299988,0
286.5,288.899994,-1.75,-2.399994,-4.549988,1
291.049988,285.799988,8.049988,12.549988,7.149994,0
278.5,282.700012,-5.399994,-2.450012,-0.950012,1
278.0,278.299988,-0.899994,1.149994,3.850006,1
279.399994,278.149994,1.699982,-0.5,4.799988,0
277.399994,275.950012,2.199982,2.399994,-1.0,0
275.200012,276.350006,0.200012,-3.199982,-2.149994,1
277.350006,273.850006,3.450012,9.050018,13.550018,0
263.799988,265.450012,-2.200012,-6.200012,4.0,1
270.0,267.299988,10.200012,2.0,7.0,0
259.799988,267.700012,-8.200012,-3.200012,-5.550018,1
263.0,265.350006,-2.350006,-4.450012,-2.0,1
265.350006,268.799988,-2.100006,0.350006,2.350006,1
264.0,261.5,2.049988,4.0,4.5,0
256.25,253.949997,1.800003,2.550003,5.75,0
253.699997,250.449997,3.199997,8.0,8.800003,0
