Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,154.550003,156.000000,153.649994,155.449997,153.414124,3286146
2016-06-29,155.800003,160.350006,155.550003,159.250000,157.164352,5534277
2016-06-30,160.000000,163.850006,159.300003,163.100006,160.963943,10516670
2016-07-01,164.000000,166.399994,163.000000,165.149994,162.987076,5602957
2016-07-04,166.699997,167.300003,164.649994,165.399994,163.233810,3236074
2016-07-05,165.300003,165.800003,160.800003,161.250000,159.138168,3099561
2016-07-07,161.250000,164.149994,160.199997,163.350006,161.210663,3325327
2016-07-08,163.500000,165.399994,161.600006,164.449997,162.296249,4389695
2016-07-11,166.100006,171.149994,165.949997,166.600006,164.418106,6262540
2016-07-12,167.000000,169.000000,166.050003,166.600006,164.418106,5165027
2016-07-13,166.850006,168.449997,160.699997,161.850006,159.730316,6247588
2016-07-14,162.550003,165.600006,161.899994,165.050003,162.888412,4178500
2016-07-15,166.050003,166.399994,163.100006,164.250000,162.098877,3729344
2016-07-18,164.600006,165.800003,162.600006,163.199997,161.062622,2189039
2016-07-19,163.300003,167.000000,163.000000,166.399994,164.220703,3368236
2016-07-20,167.000000,170.000000,166.899994,168.350006,166.145187,3977678
2016-07-21,168.300003,168.350006,161.800003,162.500000,160.371796,2356485
2016-07-22,163.500000,168.050003,162.850006,166.350006,164.171371,4053425
2016-07-25,166.550003,169.600006,166.149994,168.949997,166.737320,2231660
2016-07-26,169.250000,173.000000,167.199997,171.399994,169.155228,4656838
2016-07-27,173.000000,173.699997,171.550003,172.449997,170.191483,4979070
2016-07-28,172.899994,178.850006,172.149994,176.199997,173.892365,17673858
2016-07-29,177.100006,177.500000,174.699997,176.000000,173.694992,6962353
2016-08-01,176.000000,179.899994,175.649994,177.199997,174.879257,6730685
2016-08-02,177.500000,180.199997,176.050003,178.899994,176.557007,3648970
2016-08-03,179.000000,179.100006,173.699997,175.899994,173.596298,6026326
2016-08-04,176.800003,179.350006,176.350006,178.199997,175.866180,5089138
2016-08-05,179.000000,181.199997,176.050003,176.500000,174.188431,4959223
2016-08-08,177.000000,180.000000,175.500000,178.500000,176.162247,5366541
2016-08-09,178.500000,179.649994,175.500000,176.100006,173.793686,3551638
2016-08-10,176.100006,176.500000,173.600006,174.399994,172.115936,2131683
2016-08-11,174.100006,176.550003,172.449997,174.050003,171.770538,2822105
2016-08-12,174.199997,179.000000,174.199997,178.050003,175.718140,2458124
2016-08-16,178.050003,183.100006,176.250000,177.500000,175.175354,12584689
2016-08-17,177.949997,178.800003,174.250000,174.649994,172.362656,6524484
2016-08-18,177.000000,183.199997,176.250000,182.000000,179.616409,11623683
2016-08-19,183.000000,183.000000,179.300003,180.949997,178.580154,9317106
2016-08-22,181.449997,182.800003,180.750000,181.949997,179.567062,6376211
2016-08-23,181.449997,183.399994,180.000000,182.149994,179.764435,4175820
2016-08-24,182.300003,183.000000,181.100006,182.300003,179.912491,2992034
2016-08-25,182.500000,185.000000,180.500000,182.250000,179.863129,7309913
2016-08-26,182.649994,183.399994,180.199997,180.800003,178.432129,3992579
2016-08-29,181.199997,181.350006,177.600006,180.250000,177.889328,1662934
2016-08-30,180.899994,183.800003,179.699997,183.300003,180.899384,2932197
2016-08-31,183.100006,184.500000,181.850006,183.699997,181.294144,3620117
2016-09-01,183.500000,185.000000,182.250000,184.300003,181.886292,3440430
2016-09-02,184.550003,185.000000,182.300003,183.800003,181.392838,2170349
2016-09-06,183.800003,187.699997,183.800003,186.600006,184.156158,5063107
2016-09-07,186.100006,187.000000,183.899994,184.750000,182.330383,2826563
2016-09-08,183.899994,187.649994,181.649994,186.399994,185.474701,3363950
2016-09-09,186.000000,186.649994,183.399994,183.800003,182.887619,2841605
2016-09-12,182.600006,183.399994,179.750000,180.250000,179.355240,2331270
2016-09-14,180.250000,181.050003,178.500000,179.149994,178.260696,3757990
2016-09-15,180.399994,180.399994,174.050003,174.800003,173.932297,5017570
2016-09-16,176.300003,180.500000,173.149994,176.050003,175.176086,12201034
2016-09-19,175.699997,178.199997,174.250000,177.399994,176.519379,2400079
2016-09-20,177.649994,179.399994,177.000000,178.100006,177.215912,2682936
2016-09-21,178.100006,180.100006,174.550003,175.300003,174.429810,2788843
2016-09-22,177.100006,180.300003,176.199997,178.550003,177.663681,2630455
2016-09-23,178.250000,179.399994,175.699997,175.949997,175.076584,4274739
2016-09-26,175.699997,178.300003,174.850006,175.699997,174.827820,3562557
2016-09-27,176.649994,178.149994,175.850006,176.199997,175.325348,3414102
2016-09-28,176.199997,179.100006,176.199997,178.449997,177.564178,2540053
2016-09-29,178.750000,182.100006,171.699997,173.399994,172.539230,7526759
2016-09-30,174.100006,177.699997,171.550003,176.550003,175.673615,6655428
2016-10-03,177.149994,182.899994,175.600006,181.199997,180.300522,5289415
2016-10-04,181.500000,182.699997,180.449997,181.000000,180.101517,4481602
2016-10-05,181.149994,183.399994,180.399994,181.399994,180.499527,3008118
2016-10-06,181.300003,182.250000,177.500000,177.899994,177.016907,3180505
2016-10-07,177.899994,179.600006,176.300003,176.949997,176.071625,2238796
2016-10-10,177.199997,179.000000,177.199997,178.050003,177.166168,2508185
2016-10-13,178.050003,178.050003,173.699997,175.000000,174.131302,8379738
2016-10-14,175.800003,178.500000,172.550003,177.699997,176.817902,2789366
2016-10-17,176.300003,177.649994,174.800003,176.050003,175.176086,2550834
2016-10-18,176.750000,177.800003,175.000000,176.399994,175.524338,4100567
2016-10-19,176.949997,180.750000,176.100006,178.550003,177.663681,5074138
2016-10-20,179.350006,180.250000,177.850006,178.649994,177.763184,2271308
2016-10-21,179.350006,179.350006,176.100006,176.949997,176.071625,5822010
2016-10-24,176.600006,178.350006,175.149994,176.100006,175.225845,1656773
2016-10-25,176.550003,178.949997,175.600006,178.350006,177.464676,1689115
2016-10-26,178.000000,178.300003,174.800003,175.500000,174.628815,2209102
2016-10-27,175.100006,176.850006,173.699997,175.500000,174.628815,3947345
2016-10-28,175.800003,177.000000,172.050003,175.899994,175.026825,2408879
