Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,3410.000000,3438.000000,3390.000000,3400.800049,3391.364502,219511
2016-06-29,3411.000000,3419.949951,3370.100098,3395.250000,3385.830078,276757
2016-06-30,3410.000000,3419.899902,3390.000000,3411.000000,3401.536377,438192
2016-07-01,3410.000000,3485.000000,3395.000000,3424.100098,3414.600098,248921
2016-07-04,3430.000000,3475.000000,3402.199951,3409.149902,3409.149902,186148
2016-07-05,3450.000000,3465.000000,3361.000000,3375.149902,3375.149902,360033
2016-07-07,3375.149902,3419.000000,3346.350098,3382.399902,3382.399902,203141
2016-07-08,3371.100098,3409.899902,3369.100098,3400.050049,3400.050049,308236
2016-07-11,3425.250000,3472.000000,3419.100098,3454.550049,3454.550049,218218
2016-07-12,3454.550049,3499.949951,3454.100098,3487.300049,3487.300049,301384
2016-07-13,3487.000000,3495.949951,3425.000000,3434.649902,3434.649902,254532
2016-07-14,3440.000000,3511.000000,3440.000000,3500.600098,3500.600098,283309
2016-07-15,3507.000000,3559.250000,3507.000000,3531.350098,3531.350098,233847
2016-07-18,3535.000000,3548.000000,3482.800049,3498.449951,3498.449951,149136
2016-07-19,3525.000000,3562.000000,3474.100098,3507.750000,3507.750000,753804
2016-07-20,3510.000000,3570.000000,3507.750000,3559.850098,3559.850098,217891
2016-07-21,3575.000000,3665.000000,3559.000000,3638.500000,3638.500000,359712
2016-07-22,3650.000000,3652.050049,3602.899902,3639.699951,3639.699951,172908
2016-07-25,null,null,null,null,null,null
2016-07-26,3674.000000,3697.399902,3615.600098,3628.300049,3628.300049,164047
2016-07-27,3642.149902,3690.000000,3637.149902,3650.750000,3650.750000,164316
2016-07-28,3653.500000,3714.899902,3644.550049,3678.750000,3678.750000,236412
2016-07-29,3681.100098,3739.399902,3669.850098,3718.199951,3718.199951,215069
2016-08-01,3730.000000,3769.949951,3725.750000,3755.699951,3755.699951,237315
2016-08-02,3745.100098,3757.000000,3660.000000,3676.699951,3676.699951,200781
2016-08-03,3671.000000,3699.899902,3650.399902,3667.699951,3667.699951,140575
2016-08-04,3677.100098,3699.949951,3636.750000,3656.550049,3656.550049,114138
2016-08-05,3674.399902,3843.000000,3670.000000,3806.899902,3806.899902,283529
2016-08-08,3833.699951,3833.699951,3750.000000,3780.250000,3780.250000,168830
2016-08-09,3782.000000,3838.000000,3757.649902,3801.949951,3801.949951,175336
2016-08-10,3808.000000,3810.000000,3712.600098,3728.949951,3728.949951,208390
2016-08-11,3728.699951,3783.500000,3658.199951,3706.649902,3706.649902,211962
2016-08-12,3738.399902,3765.500000,3661.300049,3722.100098,3722.100098,197760
2016-08-16,3722.100098,3762.649902,3708.550049,3739.449951,3739.449951,264593
2016-08-17,3720.000000,3738.000000,3672.000000,3699.300049,3699.300049,130552
2016-08-18,3717.600098,3888.000000,3717.600098,3874.350098,3874.350098,414419
2016-08-19,3890.000000,3954.949951,3881.149902,3926.800049,3926.800049,270567
2016-08-22,3921.000000,3926.949951,3847.300049,3865.399902,3865.399902,193180
2016-08-23,3889.000000,3889.000000,3770.649902,3826.300049,3826.300049,279931
2016-08-24,3831.000000,3850.000000,3794.000000,3812.300049,3812.300049,259712
2016-08-25,3810.100098,3844.699951,3756.000000,3789.500000,3789.500000,491891
2016-08-26,3820.000000,3850.000000,3767.449951,3803.449951,3803.449951,151854
2016-08-29,3800.000000,3802.949951,3758.050049,3782.500000,3782.500000,60496
2016-08-30,3802.000000,3910.000000,3802.000000,3891.850098,3891.850098,175962
2016-08-31,3925.000000,4063.899902,3920.000000,4028.699951,4028.699951,436330
