Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,140.000000,141.233002,139.667007,211.349991,133.173935,3242284
2016-06-29,141.832993,143.432999,141.399994,214.750519,135.316635,3248850
2016-06-30,143.867004,146.332993,143.332993,216.299988,136.292984,7536646
2016-07-01,144.600006,153.199997,144.300003,225.000000,141.774948,8428420
2016-07-04,153.000000,156.867004,153.000000,232.049988,146.217224,16861305
2016-07-05,153.733002,157.600006,152.367004,230.749481,145.397751,6551590
2016-07-07,153.832993,154.567001,150.766998,226.600494,142.783447,5971878
2016-07-08,150.000000,150.199997,148.167007,223.300507,140.704086,3248258
2016-07-11,150.000000,151.733002,149.033005,225.000000,141.774948,6210183
2016-07-12,150.067001,152.966995,150.067001,227.899506,143.601944,4319643
2016-07-13,155.766998,161.033005,154.766998,234.150009,147.540482,17397438
2016-07-14,156.266998,156.500000,152.733002,230.549988,145.272064,9416404
2016-07-15,154.067001,154.867004,152.367004,230.250000,145.083038,8673333
2016-07-18,152.667007,152.667007,144.733002,218.599503,137.741913,11088225
2016-07-19,145.000000,148.332993,144.667007,220.999481,139.254181,10601104
2016-07-20,147.332993,149.600006,146.500000,223.900497,141.082138,9715894
2016-07-21,149.867004,151.167007,148.000000,222.599991,140.262680,4614314
2016-07-22,148.600006,149.100006,147.199997,222.450012,140.168167,4734196
2016-07-25,147.867004,151.466995,147.800003,226.799988,142.909149,5161390
2016-07-26,151.266998,153.067001,148.733002,224.350494,141.365677,6075612
2016-07-27,149.466995,151.667007,146.699997,223.249481,140.671936,3982970
2016-07-28,148.832993,150.199997,147.067001,221.350494,139.475357,12199317
2016-07-29,148.000000,149.233002,146.432999,220.099503,138.687088,4943548
2016-08-01,148.199997,148.966995,145.332993,218.800507,137.868576,4868154
2016-08-02,145.832993,147.932999,145.067001,221.099991,139.317505,5714404
2016-08-03,148.000000,148.600006,145.332993,218.749481,137.836426,6926822
2016-08-04,149.266998,149.266998,145.766998,219.850494,138.530197,5368088
2016-08-05,147.332993,151.132996,146.867004,225.949493,142.373230,4722490
2016-08-08,150.932999,151.332993,149.432999,226.099503,142.467758,3995138
2016-08-09,152.533005,153.233002,151.399994,229.000519,144.295715,11431887
2016-08-10,152.667007,154.000000,151.000000,229.049988,144.326889,10287928
2016-08-11,152.500000,154.600006,151.500000,231.400497,145.807983,9320216
2016-08-12,154.867004,156.266998,153.199997,233.599503,147.193604,5870230
2016-08-16,155.733002,157.567001,154.867004,235.200012,148.202103,5039550
2016-08-17,156.932999,158.932999,156.167007,237.799500,149.840057,5430909
2016-08-18,158.867004,161.432999,158.332993,241.349991,152.077255,5751255
2016-08-19,161.533005,162.332993,160.367004,241.600494,152.235107,5606354
2016-08-22,161.067001,162.600006,158.867004,239.350494,150.817368,3785410
2016-08-23,158.332993,159.800003,157.733002,238.399506,150.218124,5012451
2016-08-24,159.867004,162.000000,159.500000,241.000519,151.857040,3600734
2016-08-25,161.000000,161.832993,158.000000,237.799500,149.840057,4189737
2016-08-26,158.733002,159.233002,157.332993,238.399506,150.218124,2902112
2016-08-29,158.932999,159.667007,157.832993,237.299988,149.525314,2465332
2016-08-30,159.033005,161.667007,158.132996,241.699493,152.297470,4245724
2016-08-31,159.332993,160.800003,156.766998,236.299500,151.959869,9766926
2016-09-01,158.000000,159.432999,156.733002,236.599503,152.152802,4602483
2016-09-02,158.000000,160.100006,156.766998,238.750519,153.536072,4273124
2016-09-06,159.167007,161.132996,158.667007,238.549500,153.406815,3884562
2016-09-07,159.466995,164.199997,158.867004,244.950012,157.522842,17504218
2016-09-08,166.667007,169.932999,162.733002,246.299988,158.391006,15232856
2016-09-09,164.667007,171.667007,164.667007,254.950500,163.953979,17437126
2016-09-12,166.667007,168.567001,165.466995,250.999481,161.413162,7995681
2016-09-14,167.332993,168.399994,163.466995,248.200500,159.613190,8058135
