Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,490.000000,499.000000,486.549988,497.350006,495.636475,1775304
2016-06-29,498.799988,504.000000,496.049988,502.450012,500.718903,1048438
2016-06-30,505.000000,506.799988,499.450012,501.000000,499.273895,2152521
2016-07-01,502.000000,510.000000,499.850006,508.600006,506.847717,1008068
2016-07-04,510.700012,513.400024,508.100006,510.200012,508.442200,1055119
2016-07-05,510.200012,511.100006,502.700012,507.000000,505.253204,689915
2016-07-07,507.000000,517.349976,504.049988,514.299988,512.528076,2078580
2016-07-08,518.000000,522.450012,513.049988,520.299988,518.507385,1828792
2016-07-11,525.400024,528.250000,520.000000,522.000000,520.201538,1441960
2016-07-12,522.500000,522.900024,514.099976,515.700012,513.923279,891315
2016-07-13,516.000000,519.450012,511.200012,514.599976,512.827026,1202156
2016-07-14,515.900024,516.599976,507.000000,511.950012,510.186188,1257722
2016-07-15,513.950012,518.900024,510.200012,516.400024,514.620850,1004156
2016-07-18,517.049988,517.299988,505.299988,506.950012,505.203400,1459230
2016-07-19,507.000000,510.399994,500.549988,505.799988,504.057343,1027246
2016-07-20,507.450012,519.400024,505.250000,517.849976,516.065796,3584904
2016-07-21,522.500000,526.950012,514.000000,515.849976,514.072693,2274652
2016-07-22,516.000000,522.900024,512.349976,520.400024,518.607056,1188747
2016-07-25,514.049988,526.500000,513.000000,524.599976,522.792542,1337348
2016-07-26,527.500000,530.150024,521.750000,523.549988,521.746216,2105457
2016-07-27,523.000000,529.150024,516.950012,523.150024,521.347595,894972
2016-07-28,523.900024,527.950012,519.000000,520.650024,518.856201,1347889
2016-07-29,522.400024,535.500000,520.000000,527.400024,525.582947,1785352
2016-08-01,528.799988,535.000000,521.500000,524.049988,522.244446,955999
2016-08-02,525.099976,529.950012,516.200012,517.900024,516.115662,1009436
2016-08-03,517.000000,534.900024,515.299988,529.450012,527.625854,1846161
2016-08-04,531.200012,534.000000,523.000000,526.950012,525.134521,1564658
2016-08-05,530.900024,534.599976,527.250000,533.250000,531.412781,699384
2016-08-08,533.900024,541.200012,531.950012,535.400024,533.555420,852842
2016-08-09,537.799988,540.000000,530.150024,532.950012,531.113831,886532
2016-08-10,532.500000,533.950012,519.500000,521.250000,519.454102,809814
2016-08-11,521.500000,525.500000,517.900024,523.950012,522.144836,761596
2016-08-12,524.000000,526.400024,512.099976,515.950012,514.172424,2124886
2016-08-16,515.950012,557.549988,510.200012,554.150024,552.240784,8817547
2016-08-17,552.000000,564.000000,547.200012,549.849976,547.955566,3819727
2016-08-18,553.700012,557.500000,548.000000,552.650024,550.745972,1434412
2016-08-19,552.849976,560.549988,552.500000,556.799988,554.881653,1598177
2016-08-22,557.000000,564.900024,552.299988,557.599976,555.678833,1218782
2016-08-23,557.599976,557.750000,552.049988,555.650024,553.735657,874783
2016-08-24,559.799988,572.000000,553.849976,567.200012,565.245850,2340210
2016-08-25,570.000000,574.549988,560.000000,562.900024,560.960632,3471437
2016-08-26,567.500000,571.700012,562.349976,567.250000,565.295654,2196070
2016-08-29,568.299988,570.349976,562.900024,568.000000,566.043030,1085860
2016-08-30,570.000000,581.450012,567.700012,576.099976,574.115112,1075723
2016-08-31,581.049988,587.500000,570.000000,572.950012,570.976013,3596264
2016-09-01,575.000000,581.299988,571.000000,579.150024,577.154663,960422
2016-09-02,580.299988,581.099976,571.500000,577.950012,575.958801,880437
2016-09-06,577.950012,586.299988,576.000000,578.599976,576.606506,1189215
2016-09-07,580.049988,585.950012,575.099976,580.750000,578.749146,1786522
2016-09-08,581.200012,598.400024,581.200012,595.150024,593.099548,1573263
2016-09-09,595.099976,595.599976,578.000000,580.500000,578.500000,1513978
2016-09-12,572.200012,579.200012,562.299988,570.099976,570.099976,1296182
2016-09-14,570.099976,583.700012,569.799988,577.500000,577.500000,1579482
2016-09-15,579.000000,591.000000,576.849976,585.400024,585.400024,1294197
2016-09-16,587.099976,596.000000,586.099976,593.549988,593.549988,2145891
2016-09-19,594.900024,600.000000,593.250000,597.799988,597.799988,1213754
2016-09-20,598.700012,607.500000,596.000000,602.849976,602.849976,2209606
2016-09-21,602.849976,607.000000,597.099976,601.349976,601.349976,1578461
2016-09-22,605.000000,610.950012,603.900024,609.099976,609.099976,1926725
