Date,Open,High,Low,Close,Adj Close,Volume
2016-06-28,3240.000000,3285.000000,3235.149902,3273.050049,3236.638672,401840
2016-06-29,3299.000000,3321.949951,3259.300049,3274.699951,3238.270264,424039
2016-06-30,3328.199951,3393.100098,3316.000000,3381.699951,3344.080078,612595
2016-07-01,3430.000000,3505.750000,3430.000000,3484.100098,3445.340820,549082
2016-07-04,3555.600098,3558.449951,3418.300049,3435.000000,3396.786865,340516
2016-07-05,3440.000000,3480.050049,3430.000000,3450.550049,3412.163818,316769
2016-07-07,3450.550049,3546.000000,3450.550049,3524.800049,3485.588135,602096
2016-07-08,3537.050049,3572.000000,3495.000000,3561.250000,3521.632568,214618
2016-07-11,3582.000000,3639.000000,3573.600098,3626.449951,3586.107178,267863
2016-07-12,3627.000000,3631.899902,3566.050049,3596.350098,3556.342041,281101
2016-07-13,3605.000000,3626.699951,3555.000000,3615.600098,3575.377930,186326
2016-07-14,3593.699951,3602.149902,3560.000000,3583.199951,3543.338379,217026
2016-07-15,3581.000000,3613.800049,3563.750000,3588.000000,3568.000000,273690
2016-07-18,3586.250000,3610.000000,3544.000000,3567.750000,3567.750000,227145
2016-07-19,3567.000000,3603.000000,3563.050049,3585.899902,3585.899902,182944
2016-07-20,3594.000000,3689.850098,3590.000000,3676.649902,3676.649902,302483
2016-07-21,3664.000000,3664.000000,3595.399902,3617.000000,3617.000000,241834
2016-07-22,3613.800049,3641.699951,3579.050049,3599.850098,3599.850098,317079
2016-07-25,3570.000000,3579.149902,3465.000000,3482.350098,3482.350098,561154
2016-07-26,3488.000000,3517.949951,3290.100098,3319.649902,3319.649902,1535245
2016-07-27,3020.100098,3069.399902,2958.250000,2980.199951,2980.199951,4718843
2016-07-28,2989.000000,3018.800049,2952.899902,2959.750000,2959.750000,1143813
2016-07-29,2966.000000,2977.000000,2925.100098,2935.350098,2935.350098,689747
2016-08-01,2953.000000,3002.949951,2948.100098,2980.500000,2980.500000,622422
2016-08-02,2989.000000,2999.000000,2965.000000,2977.350098,2977.350098,409460
2016-08-03,2974.500000,2977.000000,2930.000000,2939.149902,2939.149902,347593
2016-08-04,2958.600098,2981.800049,2931.100098,2962.449951,2962.449951,300510
2016-08-05,2982.449951,3015.000000,2970.750000,3008.699951,3008.699951,297666
2016-08-08,3029.800049,3044.750000,3009.000000,3036.199951,3036.199951,403194
2016-08-09,3040.000000,3058.300049,3021.050049,3038.300049,3038.300049,242010
2016-08-10,3032.000000,3032.000000,2988.000000,2999.649902,2999.649902,249862
2016-08-11,2994.949951,3023.649902,2973.300049,3010.850098,3010.850098,227978
2016-08-12,3007.699951,3022.000000,2984.000000,3011.149902,3011.149902,241831
2016-08-16,3011.149902,3017.949951,2982.000000,3006.850098,3006.850098,304625
2016-08-17,2982.100098,3019.899902,2982.100098,3004.649902,3004.649902,352651
2016-08-18,3030.000000,3043.000000,3015.649902,3027.199951,3027.199951,264740
2016-08-19,3030.000000,3035.850098,3003.000000,3010.149902,3010.149902,173886
2016-08-22,3018.000000,3024.750000,2983.000000,3013.000000,3013.000000,173379
